"route","file path","line","element / component","attribute","label copy","label source","scope","value kind","retrieved"
"/search","src/views/search/components/filters/components/filters-chart-toggle.tsx","26","IconButton","aria-label","Remove Date visualisation chart","template in JSX + the filter names in filters/config.ts","route-specific","value (resolved)",""
"/search","src/views/search/components/filters/components/filters-chart-toggle.tsx","26","IconButton","aria-label","Add Sources visualisation chart","template in JSX + the filter names in filters/config.ts","route-specific","value (resolved)",""
"/search","src/views/search/components/filters/components/filters-chart-toggle.tsx","26","IconButton","aria-label","Remove Sources visualisation chart","template in JSX + the filter names in filters/config.ts","route-specific","value (resolved)",""
"/search","src/views/search/components/filters/components/filters-chart-toggle.tsx","26","IconButton","aria-label","Add Program Collection visualisation chart","template in JSX + the filter names in filters/config.ts","route-specific","value (resolved)",""
"/search","src/views/search/components/filters/components/filters-chart-toggle.tsx","26","IconButton","aria-label","Remove Program Collection visualisation chart","template in JSX + the filter names in filters/config.ts","route-specific","value (resolved)",""
"/search","src/views/search/components/filters/components/filters-chart-toggle.tsx","26","IconButton","aria-label","Add Health Condition visualisation chart","template in JSX + the filter names in filters/config.ts","route-specific","value (resolved)",""
"/search","src/views/search/components/filters/components/filters-chart-toggle.tsx","26","IconButton","aria-label","Remove Health Condition visualisation chart","template in JSX + the filter names in filters/config.ts","route-specific","value (resolved)",""
"/search","src/views/search/components/filters/components/filters-chart-toggle.tsx","26","IconButton","aria-label","Add Pathogen Species visualisation chart","template in JSX + the filter names in filters/config.ts","route-specific","value (resolved)",""
"/search","src/views/search/components/filters/components/filters-chart-toggle.tsx","26","IconButton","aria-label","Remove Pathogen Species visualisation chart","template in JSX + the filter names in filters/config.ts","route-specific","value (resolved)",""
"/search","src/views/search/components/filters/components/filters-chart-toggle.tsx","26","IconButton","aria-label","(+10 more values not listed - 20 total at this site)","summary row","route-specific","value (summary)",""
"/search","src/views/search/components/filters/components/date-filter/components/date-brush.tsx","509","Brush group","aria-label","Use the arrow keys to move the brush selection. Press Tab to toggle the brush handles.","hardcoded in JSX","route-specific","literal",""
"/search","src/views/search/components/layout/tabs.tsx","53","Tab","aria-label","Resource Catalogs","the tab labels in src/views/search/config/tabs.ts","route-specific","value (resolved)",""
"/search","src/views/search/components/layout/tabs.tsx","53","Tab","aria-label","Datasets","the tab labels in src/views/search/config/tabs.ts","route-specific","value (resolved)",""
"/search","src/views/search/components/layout/tabs.tsx","53","Tab","aria-label","Disease Overviews","the tab labels in src/views/search/config/tabs.ts","route-specific","value (resolved)",""
"/search","src/views/search/components/layout/tabs.tsx","53","Tab","aria-label","Tools","the tab labels in src/views/search/config/tabs.ts","route-specific","value (resolved)",""
"/search","src/views/search/components/layout/tabs.tsx","53","Tab","aria-label","Samples","the tab labels in src/views/search/config/tabs.ts","route-specific","value (resolved)",""
"/search","src/views/search/components/layout/tabs.tsx","53","Tab","aria-label","Data Collections","the tab labels in src/views/search/config/tabs.ts","route-specific","value (resolved)",""
"/search","src/views/search/components/results-list/components/pagination/index.tsx","92","nav","aria-label","Paginate through resources.","passed by src/views/search/components/results-list/index.tsx:473","route-specific","value (resolved)",""
"/search","src/views/search/components/results-list/components/pagination/index.tsx","120","Select","aria-label","Select page","hardcoded fallback when the caller passes no ariaLabel","route-specific","value (resolved)",""
"/search","src/views/search/components/results-list/index.tsx","473","Pagination (ariaLabel prop)","aria-label","Paginate through resources.","hardcoded in JSX","route-specific","literal",""
"/search","src/views/search/components/results-list/index.tsx","566","Pagination (ariaLabel prop)","aria-label","Paginate through resources.","hardcoded in JSX","route-specific","literal",""
"/search","src/views/search/components/results-list/components/card/index.tsx","619","Link","aria-label","Go to details about resource Counts of COVID-19 reported in COLOMBIA: 2020-2021","template in JSX + resource name from the NDE API - one real sampled value; this string is per-record","route-specific","value (sampled example)","2026-08-26"
"/search","src/views/search/components/results-list/components/card/index.tsx","214","ToggleContainer (ariaLabel prop)","aria-label","","passes ariaLabel='' - hardcoded in JSX","route-specific","literal",""
"/search","src/views/search/components/results-list/components/card/index.tsx","360","ToggleContainer (ariaLabel prop)","aria-label","","passes ariaLabel='' - hardcoded in JSX","route-specific","literal",""
"/search","src/views/search/components/results-list/components/toolbar/components/select-input.tsx","32","Select","aria-label","Sort by:","literal passed by each caller (toolbar/index.tsx:85,99)","route-specific","value (resolved)",""
"/search","src/views/search/components/results-list/components/toolbar/components/select-input.tsx","32","Select","aria-label","Rows per page:","literal passed by each caller (toolbar/index.tsx:85,99)","route-specific","value (resolved)",""
"/search","src/views/search/components/search-results-header/index.tsx","108","BookmarkIconButton","aria-label","Save this search","both branches of a conditional hardcoded in JSX","route-specific","value (resolved)",""
"/search","src/views/search/components/search-results-header/index.tsx","108","BookmarkIconButton","aria-label","Remove search from saved searches","both branches of a conditional hardcoded in JSX","route-specific","value (resolved)",""
"/search","src/views/search/components/summary/index.tsx","123","IconButton","aria-label","Expand","both branches of a conditional hardcoded in JSX","route-specific","value (resolved)",""
"/search","src/views/search/components/summary/index.tsx","123","IconButton","aria-label","Collapse","both branches of a conditional hardcoded in JSX","route-specific","value (resolved)",""
"/search","src/views/search/components/summary/components/visualization-card/card-header.tsx","49","IconButton","aria-label","Expand chart to modal view","literal passed by each caller","route-specific","value (resolved)",""
"/search","src/views/search/components/summary/components/visualization-card/card-header.tsx","49","IconButton","aria-label","Remove chart from display.","literal passed by each caller","route-specific","value (resolved)",""
"/search","src/views/search/components/summary/components/visualization-card/card-header.tsx","76","IconButton (ariaLabel prop)","aria-label","Expand chart to modal view","hardcoded in JSX","route-specific","literal",""
"/search","src/views/search/components/summary/components/visualization-card/card-header.tsx","84","IconButton (ariaLabel prop)","aria-label","Remove chart from display.","hardcoded in JSX","route-specific","literal",""
"/search","src/views/search/components/summary/components/visualization-card/chart-picker.tsx","15","Select","aria-label","Chart type","both branches of a conditional hardcoded in JSX; the other branch is `Chart type for <label>`","route-specific","value (resolved)",""
"/search","src/views/search/components/filters/components/list.tsx","290","SearchInput (ariaLabel prop)","aria-label","Search filters","filters.tsx:351 template + customize-filters-popover.tsx:42, over filters/config.ts","route-specific","value (resolved)",""
"/search","src/views/search/components/filters/components/list.tsx","290","SearchInput (ariaLabel prop)","aria-label","Search date filters","filters.tsx:351 template + customize-filters-popover.tsx:42, over filters/config.ts","route-specific","value (resolved)",""
"/search","src/views/search/components/filters/components/list.tsx","290","SearchInput (ariaLabel prop)","aria-label","Search sources filters","filters.tsx:351 template + customize-filters-popover.tsx:42, over filters/config.ts","route-specific","value (resolved)",""
"/search","src/views/search/components/filters/components/list.tsx","290","SearchInput (ariaLabel prop)","aria-label","Search program collection filters","filters.tsx:351 template + customize-filters-popover.tsx:42, over filters/config.ts","route-specific","value (resolved)",""
"/search","src/views/search/components/filters/components/list.tsx","290","SearchInput (ariaLabel prop)","aria-label","Search health condition filters","filters.tsx:351 template + customize-filters-popover.tsx:42, over filters/config.ts","route-specific","value (resolved)",""
"/search","src/views/search/components/filters/components/list.tsx","290","SearchInput (ariaLabel prop)","aria-label","Search pathogen species filters","filters.tsx:351 template + customize-filters-popover.tsx:42, over filters/config.ts","route-specific","value (resolved)",""
"/search","src/views/search/components/filters/components/list.tsx","290","SearchInput (ariaLabel prop)","aria-label","Search host species filters","filters.tsx:351 template + customize-filters-popover.tsx:42, over filters/config.ts","route-specific","value (resolved)",""
"/search","src/views/search/components/filters/components/list.tsx","290","SearchInput (ariaLabel prop)","aria-label","Search funding filters","filters.tsx:351 template + customize-filters-popover.tsx:42, over filters/config.ts","route-specific","value (resolved)",""
"/search","src/views/search/components/filters/components/list.tsx","290","SearchInput (ariaLabel prop)","aria-label","Search conditions of access filters","filters.tsx:351 template + customize-filters-popover.tsx:42, over filters/config.ts","route-specific","value (resolved)",""
"/search","src/views/search/components/filters/components/list.tsx","290","SearchInput (ariaLabel prop)","aria-label","Search variable measured filters","filters.tsx:351 template + customize-filters-popover.tsx:42, over filters/config.ts","route-specific","value (resolved)",""
"/search","src/views/search/components/filters/components/list.tsx","290","SearchInput (ariaLabel prop)","aria-label","(+1 more values not listed - 11 total at this site)","summary row","route-specific","value (summary)",""
"/search","src/views/search/components/results-list/components/results-table/index.tsx","86","Table (ariaLabel prop)","aria-label","Dataset search results","passed by src/views/search/components/results-list/components/dataset-results-table/index.tsx:415","route-specific","value (resolved)",""
"/search","src/views/search/components/results-list/components/results-table/index.tsx","86","Table (ariaLabel prop)","aria-label","Computational tool search results","passed by src/views/search/components/results-list/components/computational-tool-results-table/index.tsx:353","route-specific","value (resolved)",""
"/search","src/views/search/components/results-list/components/results-table/index.tsx","86","Table (ariaLabel prop)","aria-label","Sample search results","passed by src/views/search/components/results-list/components/sample-results-table/index.tsx:524","route-specific","value (resolved)",""
"/search","src/views/search/components/results-list/components/results-table/index.tsx","86","Table (ariaLabel prop)","aria-label","Data collection search results","passed by src/views/search/components/results-list/components/data-collection-results-table/index.tsx:342","route-specific","value (resolved)",""
"/search","src/views/search/components/results-list/components/dataset-results-table/index.tsx","415","ResultsTable (ariaLabel prop)","aria-label","Dataset search results","hardcoded in JSX","route-specific","literal",""
"/search","src/views/search/components/results-list/components/computational-tool-results-table/index.tsx","353","ResultsTable (ariaLabel prop)","aria-label","Computational tool search results","hardcoded in JSX","route-specific","literal",""
"/search","src/views/search/components/results-list/components/sample-results-table/index.tsx","524","ResultsTable (ariaLabel prop)","aria-label","Sample search results","hardcoded in JSX","route-specific","literal",""
"/search","src/views/search/components/results-list/components/data-collection-results-table/index.tsx","342","ResultsTable (ariaLabel prop)","aria-label","Data collection search results","hardcoded in JSX","route-specific","literal",""
"/search","src/views/search/components/results-list/components/toolbar/components/view-mode-radio.tsx","34","RadioGroup","aria-labelledby","View mode:","text of the referenced element","route-specific","value (resolved)",""
"/diseases/[slug]","src/views/diseases/disease/visualizations/stacked-bar-chart.tsx","275","Link wrapping svg <rect>","aria-label","Plasmodium falciparum: 1,204 results","template in JSX + label/count from the NDE API - illustrative: the interpolated part varies per record","route-specific","value (sampled example)",""
"/diseases/[slug]","src/views/diseases/disease/visualizations/brushable-list-chart/brushable-bar-chart.tsx","95","Brush group","aria-label","Use the arrow keys to move the brush selection. Press Tab to toggle the brush handles.","hardcoded in JSX","route-specific","literal",""
"/diseases/[slug]","src/views/diseases/disease/visualizations/treemap-chart.tsx","234","Treemap node","aria-label","Plasmodium falciparum, 1,204 items","template in JSX + term/count from the NDE API - illustrative: the interpolated part varies per record","route-specific","value (sampled example)",""
"/diseases/[slug]","src/views/diseases/disease/visualizations/treemap-chart.tsx","176","svg","aria-labelledby","Pathogen Species","text of the referenced element, via the generated id at treemap-chart.tsx:112 - illustrative: the interpolated part varies per record","route-specific","value (sampled example)",""
"/diseases/[slug]","src/views/diseases/disease/visualizations/bar-chart.tsx","219","svg","aria-labelledby","Pathogen Species","text of the referenced element (<p id='coa-stacked-title'>{title}</p>), the title being supplied per chart - illustrative: the interpolated part varies per record","route-specific","value (sampled example)",""
"/diseases/[slug]","src/views/diseases/disease/visualizations/stacked-bar-chart.tsx","159","svg","aria-labelledby","Pathogen Species","text of the referenced element (<p id='coa-stacked-title'>{title}</p>), the title being supplied per chart - illustrative: the interpolated part varies per record","route-specific","value (sampled example)",""
"/diseases/[slug]","src/views/diseases/disease/visualizations/donut-chart.tsx","223","svg","aria-labelledby","Pathogen Species","text of the referenced element (<p id='donut-chart-title'>{title}</p>), the title being supplied per chart - illustrative: the interpolated part varies per record","route-specific","value (sampled example)",""
"/diseases","src/views/diseases/toc/index.tsx","80","Sidebar (aria-label)","aria-label","Navigation for list of disease pages.","hardcoded in JSX","route-specific","literal",""
"/diseases","src/views/diseases/toc/index.tsx","110","SectionSearch (ariaLabel prop)","aria-label","Search for a disease","hardcoded in JSX","route-specific","literal",""
"/sources","src/pages/sources.tsx","152","Sidebar (aria-label)","aria-label","Navigation for data sources.","hardcoded in JSX","route-specific","literal",""
"/sources","src/views/sources/components/main.tsx","113","SectionSearch (ariaLabel prop)","aria-label","Search for a source","hardcoded in JSX","route-specific","literal",""
"/program-collections","src/pages/program-collections.tsx","108","Sidebar (aria-label)","aria-label","Navigation for program collections list.","hardcoded in JSX","route-specific","literal",""
"/program-collections","src/pages/program-collections.tsx","149","SectionSearch (ariaLabel prop)","aria-label","Search for a program collection","hardcoded in JSX","route-specific","literal",""
"/repository-matcher","src/pages/repository-matcher.tsx","326","SearchInput (ariaLabel prop)","aria-label","Search repositories and resource catalogs","hardcoded in JSX","route-specific","literal",""
"/repository-matcher","src/pages/repository-matcher.tsx","419","Table (ariaLabel prop)","aria-label","Repository matcher table","hardcoded in JSX","route-specific","literal",""
"/settings","src/pages/settings.tsx","185","IconButton/Button","aria-label","Email Updates","the settings section config in the same file","route-specific","value (resolved)",""
"/settings","src/pages/settings.tsx","185","IconButton/Button","aria-label","Feedback and Testing","the settings section config in the same file","route-specific","value (resolved)",""
"/settings","src/pages/settings.tsx","185","IconButton/Button","aria-label","Beta features","the settings section config in the same file","route-specific","value (resolved)",""
"/settings","src/pages/settings.tsx","185","IconButton/Button","aria-label","AI-assisted search","the settings section config in the same file","route-specific","value (resolved)",""
"/","src/pages/index.tsx","265","TableWithSearch (ariaLabel prop)","aria-label","List of repositories and resource catalogs","hardcoded in JSX","route-specific","literal",""
"/","src/views/home/components/TableWithSearch/index.tsx","109","SearchInput (ariaLabel prop)","aria-label","Search table","hardcoded in JSX","route-specific","literal",""
"/","src/views/home/components/LandingPageCards/Card.tsx","22","Card container","aria-labelledby","Diseases and Conditions","text of the referenced element (the card headings in data.tsx)","route-specific","value (resolved)",""
"/","src/views/home/components/LandingPageCards/Card.tsx","22","Card container","aria-labelledby","NIAID-Funded Programs","text of the referenced element (the card headings in data.tsx)","route-specific","value (resolved)",""
